"Site","Year","SampleRound","Doy","Date","SFBloomStatus","TransectType","GenusSpecies","Abundance","SpParasitismRate","SpInfectedIndividuals","SFspecialist","d","Lecty","degree","r.degree","max.days","min.days","mean.days","median.days","mean.abund","median.abund","PlantPol","NestLoc","Excavate","Sociality","MeanITD","SFBloom","TotalAbundance","Richness","SiteParasitismRate","SiteInfectedIndividuals","County","State","Country","Lat","Long","SiteType","Datum","AdjSF","AdjHR","AltSiteName","SF2019_350","SF2019_1000","SF2019_2500","SF2018_350","SF2018_1000","SF2018_2500","SF2017_350","SF2017_1000","SF2017_2500","Nat350","Nat1000","Nat2500","HR350","HR1000","HR2500","SunflowerCurrent350","SunflowerCurrent1000","SunflowerCurrent2500","SunflowerLastYr350","SunflowerLastYr1000","SunflowerLastYr2500","FloralAbundance","FloralRichness","FloralDiv","HBParasitismRate"
"CR101","2019","5",203,2019-07-22,"peak","SF","Svastra obliqua expurgata",25,1,11,"yes",0.20444741,"oligolectic",11,11.5,55,1,22.8888889,16,1.85714286,1,"Pollinator","below","ex","solitary",3.33681766,1,139,5,1,29,"Yolo","CA","USA",38.7672762,-121.748527,"HR + SF","WGS84","SF","HR","HR + SF3",592997.703288506,2611449.27904428,12645071.8225969,242003.303253657,2495721.87975713,15850138.3699811,323447.031018768,3200330.02571835,13486273.3400273,0.00243527054984861,22587.2458005238,2924600.30588408,595.243077109794,767.964524205736,1071.61529103807,592997.703288506,2611449.27904428,12645071.8225969,242003.303253657,2495721.87975713,15850138.3699811,102,2,0.521393747129433,1
"CR101","2019","5",203,2019-07-22,"peak","SF","Lasioglossum incompletum",33,NA,0,"no",0.1100625,"polylectic",101,133.033333,128,86,107.9,109.5,19.186722,14,"Pollinator","below","ex","social",0.94146341,1,139,5,1,29,"Yolo","CA","USA",38.7672762,-121.748527,"HR + SF","WGS84","SF","HR","HR + SF3",592997.703288506,2611449.27904428,12645071.8225969,242003.303253657,2495721.87975713,15850138.3699811,323447.031018768,3200330.02571835,13486273.3400273,0.00243527054984861,22587.2458005238,2924600.30588408,595.243077109794,767.964524205736,1071.61529103807,592997.703288506,2611449.27904428,12645071.8225969,242003.303253657,2495721.87975713,15850138.3699811,102,2,0.521393747129433,1
"CR101","2019","6",213,2019-08-01,"ending bloom","HR","Triepeolus sp. a",1,1,1,"no",NA,"polylectic",NA,NA,NA,NA,NA,NA,NA,NA,"Pollinator","below","rent","solitary",1.912,0,6,4,1,6,"Yolo","CA","USA",38.7672762,-121.748527,"HR + SF","WGS84","SF","HR","HR + SF3",592997.703288506,2611449.27904428,12645071.8225969,242003.303253657,2495721.87975713,15850138.3699811,323447.031018768,3200330.02571835,13486273.3400273,0.00243527054984861,22587.2458005238,2924600.30588408,595.243077109794,767.964524205736,1071.61529103807,592997.703288506,2611449.27904428,12645071.8225969,242003.303253657,2495721.87975713,15850138.3699811,1425,3,0.359440670540324,NA
"CR101","2019","6",213,2019-08-01,"ending bloom","HR","Melissodes agilis",1,1,1,"yes",0.4466257,"oligolectic",20,21.3333333,74,1,40.7777778,49,12.8717949,2,"Pollinator","below","ex","solitary",2.6000002,0,6,4,1,6,"Yolo","CA","USA",38.7672762,-121.748527,"HR + SF","WGS84","SF","HR","HR + SF3",592997.703288506,2611449.27904428,12645071.8225969,242003.303253657,2495721.87975713,15850138.3699811,323447.031018768,3200330.02571835,13486273.3400273,0.00243527054984861,22587.2458005238,2924600.30588408,595.243077109794,767.964524205736,1071.61529103807,592997.703288506,2611449.27904428,12645071.8225969,242003.303253657,2495721.87975713,15850138.3699811,1425,3,0.359440670540324,NA
"CR101","2019","6",213,2019-08-01,"ending bloom","HR","Svastra obliqua expurgata",3,1,3,"yes",0.20444741,"oligolectic",11,11.5,55,1,22.8888889,16,1.85714286,1,"Pollinator","below","ex","solitary",3.33681766,0,6,4,1,6,"Yolo","CA","USA",38.7672762,-121.748527,"HR + SF","WGS84","SF","HR","HR + SF3",592997.703288506,2611449.27904428,12645071.8225969,242003.303253657,2495721.87975713,15850138.3699811,323447.031018768,3200330.02571835,13486273.3400273,0.00243527054984861,22587.2458005238,2924600.30588408,595.243077109794,767.964524205736,1071.61529103807,592997.703288506,2611449.27904428,12645071.8225969,242003.303253657,2495721.87975713,15850138.3699811,1425,3,0.359440670540324,NA
"CR101","2019","6",213,2019-08-01,"ending bloom","HR","Lasioglossum incompletum",1,1,1,"no",0.1100625,"polylectic",101,133.033333,128,86,107.9,109.5,19.186722,14,"Pollinator","below","ex","social",0.94146341,0,6,4,1,6,"Yolo","CA","USA",38.7672762,-121.748527,"HR + SF","WGS84","SF","HR","HR + SF3",592997.703288506,2611449.27904428,12645071.8225969,242003.303253657,2495721.87975713,15850138.3699811,323447.031018768,3200330.02571835,13486273.3400273,0.00243527054984861,22587.2458005238,2924600.30588408,595.243077109794,767.964524205736,1071.61529103807,592997.703288506,2611449.27904428,12645071.8225969,242003.303253657,2495721.87975713,15850138.3699811,1425,3,0.359440670540324,NA
"CR101C","2019","1",155,2019-06-04,"before bloom","WM","Lasioglossum diversopunctatum",1,1,1,"no",0.08613646,"polylectic",23,48,111,34,68.6666667,61,2.36363636,1,"Pollinator","below","ex","social",1.29836066,0,10,3,0.6,6,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,410,3,0.988507873737212,NA
"CR101C","2019","1",155,2019-06-04,"before bloom","WM","Lasioglossum incompletum",2,0,0,"no",0.1100625,"polylectic",101,133.033333,128,86,107.9,109.5,19.186722,14,"Pollinator","below","ex","social",0.94146341,0,10,3,0.6,6,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,410,3,0.988507873737212,NA
"CR101C","2019","1",155,2019-06-04,"before bloom","WM","Halictus tripartitus",7,0.714285714285714,5,"no",0.14721393,"polylectic",89,113.045455,129,86,107.8,107.5,22.4444444,11,"Pollinator","below","ex","social",1.2915664,0,10,3,0.6,6,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,410,3,0.988507873737212,NA
"CR101C","2019","2",164,2019-06-13,"before bloom","WM","Halictus tripartitus",1,0,0,"no",0.14721393,"polylectic",89,113.045455,129,86,107.8,107.5,22.4444444,11,"Pollinator","below","ex","social",1.2915664,0,12,3,0.75,9,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,200,3,0.267719118460096,NA
"CR101C","2019","2",164,2019-06-13,"before bloom","WM","Lasioglossum incompletum",5,0.6,3,"no",0.1100625,"polylectic",101,133.033333,128,86,107.9,109.5,19.186722,14,"Pollinator","below","ex","social",0.94146341,0,12,3,0.75,9,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,200,3,0.267719118460096,NA
"CR101C","2019","2",164,2019-06-13,"before bloom","WM","Lasioglossum diversopunctatum",6,1,6,"no",0.08613646,"polylectic",23,48,111,34,68.6666667,61,2.36363636,1,"Pollinator","below","ex","social",1.29836066,0,12,3,0.75,9,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,200,3,0.267719118460096,NA
"CR101C","2019","3",181,2019-06-30,"starting to bloom","SF","Lasioglossum kincaidii",1,1,1,"no",0.18793042,"polylectic",8,29,79,1,32.25,24.5,1.55555556,1,"Pollinator","below","ex","social",1.445783,0.3,64,6,0.931034482758621,27,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,159,6,0.866562047792931,NA
"CR101C","2019","3",181,2019-06-30,"starting to bloom","SF","Halictus tripartitus",14,0,0,"no",0.14721393,"polylectic",89,113.045455,129,86,107.8,107.5,22.4444444,11,"Pollinator","below","ex","social",1.2915664,0.3,64,6,0.931034482758621,27,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,159,6,0.866562047792931,NA
"CR101C","2019","3",181,2019-06-30,"starting to bloom","SF","Lasioglossum incompletum",10,1,4,"no",0.1100625,"polylectic",101,133.033333,128,86,107.9,109.5,19.186722,14,"Pollinator","below","ex","social",0.94146341,0.3,64,6,0.931034482758621,27,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,159,6,0.866562047792931,NA
"CR101C","2019","3",181,2019-06-30,"starting to bloom","SF","Svastra obliqua expurgata",2,1,2,"yes",0.20444741,"oligolectic",11,11.5,55,1,22.8888889,16,1.85714286,1,"Pollinator","below","ex","solitary",3.33681766,0.3,64,6,0.931034482758621,27,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,159,6,0.866562047792931,NA
"CR101C","2019","3",181,2019-06-30,"starting to bloom","SF","Melissodes lupina",1,1,1,"yes",0.22998277,"oligolectic",27,39.25,99,39,70.5,69,3.82178218,2,"Pollinator","below","ex","solitary",2.20487805,0.3,64,6,0.931034482758621,27,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,159,6,0.866562047792931,NA
"CR101C","2019","3",181,2019-06-30,"starting to bloom","SF","Melissodes agilis",36,1,19,"yes",0.4466257,"oligolectic",20,21.3333333,74,1,40.7777778,49,12.8717949,2,"Pollinator","below","ex","solitary",2.6000002,0.3,64,6,0.931034482758621,27,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,159,6,0.866562047792931,NA
"CR101C","2019","3",181,2019-06-30,"starting to bloom","WM","Lasioglossum incompletum",17,0.75,6,"no",0.1100625,"polylectic",101,133.033333,128,86,107.9,109.5,19.186722,14,"Pollinator","below","ex","social",0.94146341,0.3,44,3,0.842105263157895,16,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,159,6,0.866562047792931,1
"CR101C","2019","3",181,2019-06-30,"starting to bloom","WM","Lasioglossum sp. e",1,1,1,"no",NA,"polylectic",NA,NA,NA,NA,NA,NA,NA,NA,"Pollinator","below","ex","social",1.266,0.3,44,3,0.842105263157895,16,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,159,6,0.866562047792931,1
"CR101C","2019","3",181,2019-06-30,"starting to bloom","WM","Halictus tripartitus",26,0.9,9,"no",0.14721393,"polylectic",89,113.045455,129,86,107.8,107.5,22.4444444,11,"Pollinator","below","ex","social",1.2915664,0.3,44,3,0.842105263157895,16,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,159,6,0.866562047792931,1
"CR101C","2019","4",192,2019-07-11,"peak","SF","Melissodes agilis",86,1,20,"yes",0.4466257,"oligolectic",20,21.3333333,74,1,40.7777778,49,12.8717949,2,"Pollinator","below","ex","solitary",2.6000002,0.8,118,4,1,33,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,145,2,0.149994923610415,NA
"CR101C","2019","4",192,2019-07-11,"peak","SF","Halictus tripartitus",2,1,1,"no",0.14721393,"polylectic",89,113.045455,129,86,107.8,107.5,22.4444444,11,"Pollinator","below","ex","social",1.2915664,0.8,118,4,1,33,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,145,2,0.149994923610415,NA
"CR101C","2019","4",192,2019-07-11,"peak","SF","Lasioglossum incompletum",29,1,11,"no",0.1100625,"polylectic",101,133.033333,128,86,107.9,109.5,19.186722,14,"Pollinator","below","ex","social",0.94146341,0.8,118,4,1,33,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,145,2,0.149994923610415,NA
"CR101C","2019","4",192,2019-07-11,"peak","SF","Melissodes robustior",1,1,1,"yes",0.40495536,"oligolectic",13,37.5,67,1,25,20,7.28,2,"Pollinator","below","ex","solitary",2.76281216,0.8,118,4,1,33,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,145,2,0.149994923610415,NA
"CR101C","2019","5",203,2019-07-22,"ending bloom","SF","Melissodes agilis",41,1,16,"yes",0.4466257,"oligolectic",20,21.3333333,74,1,40.7777778,49,12.8717949,2,"Pollinator","below","ex","solitary",2.6000002,0.22,71,5,0.96875,31,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,0,0,0,0.666666666666667
"CR101C","2019","5",203,2019-07-22,"ending bloom","SF","Diadasia enavata",1,1,1,"yes",0.18920676,"oligolectic",16,34,64,1,14.2222222,9,2.36363636,2,"Pollinator","below","ex","solitary",2.81512195,0.22,71,5,0.96875,31,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,0,0,0,0.666666666666667
"CR101C","2019","5",203,2019-07-22,"ending bloom","SF","Lasioglossum incompletum",19,0.8,4,"no",0.1100625,"polylectic",101,133.033333,128,86,107.9,109.5,19.186722,14,"Pollinator","below","ex","social",0.94146341,0.22,71,5,0.96875,31,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,0,0,0,0.666666666666667
"CR101C","2019","5",203,2019-07-22,"ending bloom","SF","Halictus tripartitus",1,1,1,"no",0.14721393,"polylectic",89,113.045455,129,86,107.8,107.5,22.4444444,11,"Pollinator","below","ex","social",1.2915664,0.22,71,5,0.96875,31,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,0,0,0,0.666666666666667
"CR101C","2019","5",203,2019-07-22,"ending bloom","SF","Svastra obliqua expurgata",9,1,9,"yes",0.20444741,"oligolectic",11,11.5,55,1,22.8888889,16,1.85714286,1,"Pollinator","below","ex","solitary",3.33681766,0.22,71,5,0.96875,31,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,0,0,0,0.666666666666667
"CR101C","2019","6",213,2019-08-01,"after bloom","WM","Lasioglossum incompletum",22,0.666666666666667,6,"no",0.1100625,"polylectic",101,133.033333,128,86,107.9,109.5,19.186722,14,"Pollinator","below","ex","social",0.94146341,0,29,2,0.625,10,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,45,1,0,NA
"CR101C","2019","6",213,2019-08-01,"after bloom","WM","Halictus tripartitus",7,0.571428571428571,4,"no",0.14721393,"polylectic",89,113.045455,129,86,107.8,107.5,22.4444444,11,"Pollinator","below","ex","social",1.2915664,0,29,2,0.625,10,"Yolo","CA","USA",38.748983,-121.748527,"WM + SF","WGS84","SF","no HR","WM + SF8",506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,296316.384120381,2362160.11031057,11789385.4521226,47.715950561264,95669.461585956,3351775.43980874,0.385138614393657,188.784506284435,778.999563076643,506739.584689255,2923942.96813754,12548021.2078223,426719.88497923,2752967.41611482,15111374.8954671,45,1,0,NA
"Fong","2019","1",161,2019-06-10,"no adj SF","HR","Bombus californicus",2,0,0,"no",0.53493311,"polylectic",20,24.1666667,99,3,52.7,46.5,3.52,2,"Pollinator","mix","rent","social",3.32195102,0,17,3,0.846153846153846,11,"Yolo","CA","USA",38.6950114,-121.8905656,"HR","WGS84","no SF","HR","HR2",52202.5046689185,652484.89504011,5297162.3755852,422543.807382731,1054690.12053464,6804775.75872519,95843.3060872472,505534.243993586,4131762.32540073,189111.038818624,2928494.34732312,12372049.1407492,528.378567334204,988.595741268864,1789.82812920855,52202.5046689185,652484.89504011,5297162.3755852,422543.807382731,1054690.12053464,6804775.75872519,648,6,0.976062910698207,NA
"Fong","2019","1",161,2019-06-10,"no adj SF","HR","Melissodes agilis",14,1,10,"yes",0.4466257,"oligolectic",20,21.3333333,74,1,40.7777778,49,12.8717949,2,"Pollinator","below","ex","solitary",2.6000002,0,17,3,0.846153846153846,11,"Yolo","CA","USA",38.6950114,-121.8905656,"HR","WGS84","no SF","HR","HR2",52202.5046689185,652484.89504011,5297162.3755852,422543.807382731,1054690.12053464,6804775.75872519,95843.3060872472,505534.243993586,4131762.32540073,189111.038818624,2928494.34732312,12372049.1407492,528.378567334204,988.595741268864,1789.82812920855,52202.5046689185,652484.89504011,5297162.3755852,422543.807382731,1054690.12053464,6804775.75872519,648,6,0.976062910698207,NA
"Fong","2019","1",161,2019-06-10,"no adj SF","HR","Xylocopa tabaniformis orpifex",1,1,1,"no",0.53516242,"polylectic",8,9,109,12,51,41.5,4.66666667,5.5,"Pollinator","above","ex","solitary",5.84,0,17,3,0.846153846153846,11,"Yolo","CA","USA",38.6950114,-121.8905656,"HR","WGS84","no SF","HR","HR2",52202.5046689185,652484.89504011,5297162.3755852,422543.807382731,1054690.12053464,6804775.75872519,95843.3060872472,505534.243993586,4131762.32540073,189111.038818624,2928494.34732312,12372049.1407492,528.378567334204,988.595741268864,1789.82812920855,52202.5046689185,652484.89504011,5297162.3755852,422543.807382731,1054690.12053464,6804775.75872519,648,6,0.976062910698207,NA
"Fong","2019","2",166,2019-06-15,"no adj SF","HR","Bombus californicus",4,0.75,3,"no",0.53493311,"polylectic",20,24.1666667,99,3,52.7,46.5,3.52,2,"Pollinator","mix","rent","social",3.32195102,0,40,4,0.8125,13,"Yolo","CA","USA",38.6950114,-121.8905656,"HR","WGS84","no SF","HR","HR2",52202.5046689185,652484.89504011,5297162.3755852,422543.807382731,1054690.12053464,6804775.75872519,95843.3060872472,505534.243993586,4131762.32540073,189111.038818624,2928494.34732312,12372049.1407492,528.378567334204,988.595741268864,1789.82812920855,52202.5046689185,652484.89504011,5297162.3755852,422543.807382731,1054690.12053464,6804775.75872519,985,8,1.79090229236106,NA
"Fong","2019","2",166,2019-06-15,"no adj SF","HR","Melissodes agilis",33,0.8,8,"yes",0.4466257,"oligolectic",20,21.3333333,74,1,40.7777778,49,12.8717949,2,"Pollinator","below","ex","solitary",2.6000002,0,40,4,0.8125,13,"Yolo","CA","USA",38.6950114,-121.8905656,"HR","WGS84","no SF","HR","HR2",52202.5046689185,652484.89504011,5297162.3755852,422543.807382731,1054690.12053464,6804775.75872519,95843.3060872472,505534.243993586,4131762.32540073,189111.038818624,2928494.34732312,12372049.1407492,528.378567334204,988.595741268864,1789.82812920855,52202.5046689185,652484.89504011,5297162.3755852,422543.807382731,1054690.12053464,6804775.75872519,985,8,1.79090229236106,NA
"Fong","2019","2",166,2019-06-15,"no adj SF","HR","Melissodes robustior",1,1,1,"yes",0.40495536,"oligolectic",13,37.5,67,1,25,20,7.28,2,"Pollinator","below","ex","solitary",2.76281216,0,40,4,0.8125,13,"Yolo","CA","USA",38.6950114,-121.8905656,"HR","WGS84","no SF","HR","HR2",52202.5046689185,652484.89504011,5297162.3755852,422543.807382731,1054690.12053464,6804775.75872519,95843.3060872472,505534.243993586,4131762.32540073,189111.038818624,2928494.34732312,12372049.1407492,528.378567334204,988.595741268864,1789.82812920855,52202.5046689185,652484.89504011,5297162.3755852,422543.807382731,1054690.12053464,6804775.75872519,985,8,1.79090229236106,NA
"Fong","2019","2",166,2019-06-15,"no adj SF","HR","Xylocopa varipuncta",2,1,1,"no",0.51461767,"polylectic",4,7,60,1,15.75,1,3.25,3,"Pollinator","above","ex","solitary",6.945,0,40,4,0.8125,13,"Yolo","CA","USA",38.6950114,-121.8905656,"HR","WGS84","no SF","HR","HR2",52202.5046689185,652484.89504011,5297162.3755852,422543.807382731,1054690.12053464,6804775.75872519,95843.3060872472,505534.243993586,4131762.32540073,189111.038818624,2928494.34732312,12372049.1407492,528.378567334204,988.595741268864,1789.82812920855,52202.5046689185,652484.89504011,5297162.3755852,422543.807382731,1054690.12053464,6804775.75872519,985,8,1.79090229236106,NA
